DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,# of SOURCES,# OF PUBMED ARTICLES,PUBCHEM DATA SOURCES,CPDAT COUNT,QC Level,# ToxCast Active,% ToxCast Active,Total Assays
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0032314,"4,4-Dimethyl oxazolidine",51200-87-4,GUQMDNQYMMRJPY-UHFFFAOYSA-N,"4,4-Dimethyl-1,3-oxazolidine",CC1(C)COCN1,"InChI=1S/C5H11NO/c1-5(2)3-7-4-6-5/h6H,3-4H2,1-2H3",C5H11NO,101.149,101.084064,143,2,71,14,1,11/278,4.0,278
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5020944,Nitrofurazone,59-87-0,IAIWVQXQOWNYOU-UHFFFAOYSA-N,2-[(5-Nitrofuran-2-yl)methylidene]hydrazine-1-carboxamide,NC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O,"InChI=1S/C6H6N4O4/c7-6(11)9-8-3-4-1-2-5(14-4)10(12)13/h1-3H,(H3,7,9,11)",C6H6N4O4,198.138,198.038905,152,902,55,1,1,101/870,12.0,870
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021166,Piperonyl butoxide,51-03-6,FIPWRIJSWJWJAI-UHFFFAOYSA-N,"5-{[2-(2-Butoxyethoxy)ethoxy]methyl}-6-propyl-2H-1,3-benzodioxole",CCCCOCCOCCOCC1=CC2=C(OCO2)C=C1CCC,"InChI=1S/C19H30O5/c1-3-5-7-20-8-9-21-10-11-22-14-17-13-19-18(23-15-24-19)12-16(17)6-4-2/h12-13H,3-11,14-15H2,1-2H3",C19H30O5,338.444,338.209324,268,659,139,224,1,160/1033,15.0,1033
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5024211,Napropamide,15299-99-7,WXZVAROIGSFCFJ-UHFFFAOYSA-N,"N,N-Diethyl-2-[(naphthalen-1-yl)oxy]propanamide",CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,"InChI=1/C17H21NO2/c1-4-18(5-2)17(19)13(3)20-16-12-8-10-14-9-6-7-11-15(14)16/h6-13H,4-5H2,1-3H3",C17H21NO2,271.36,271.157229,174,22,90,2,1,206/1133,18.0,1133
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9041239,"1,3-Dibromo-5-ethyl-5-methylhydantoin",82925-96-0,HQOOUNQDRWCNFO-UHFFFAOYSA-N,"1,3-Dibromo-5-ethyl-5-methylimidazolidine-2,4-dione",CCC1(C)N(Br)C(=O)N(Br)C1=O,"InChI=1S/C6H8Br2N2O2/c1-3-6(2)4(11)9(7)5(12)10(6)8/h3H2,1-2H3",C6H8Br2N2O2,299.95,297.895254,18,,32,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8050447,Alkyl quaternary ammonium with bentonite,71011-24-0,,,,,,, ,44,,,12,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8042008,Disodium 2-hydroxyethyliminodi(acetate),135-37-5,ZTVCAEHRNBOTLI-UHFFFAOYSA-L,"Disodium 2,2'-[(2-hydroxyethyl)azanediyl]diacetate",[Na+].[Na+].OCCN(CC([O-])=O)CC([O-])=O,"InChI=1S/C6H11NO5.2Na/c8-2-1-7(3-5(9)10)4-6(11)12;;/h8H,1-4H2,(H,9,10)(H,11,12);;/q;2*+1/p-2",C6H9NNa2O5,221.12,221.027611,67,3,23,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1026900,Dodecyltrimethylammonium chloride,112-00-5,DDXLVDQZPFLQMZ-UHFFFAOYSA-M,"N,N,N-Trimethyldodecan-1-aminium chloride",[Cl-].CCCCCCCCCCCC[N+](C)(C)C,"InChI=1S/C15H34N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1",C15H34ClN,263.89,263.237978,104,186,101,44,1,348/943,37.0,943
https://comptox.epa.gov/dashboard/chemical/details/DTXSID40109203,"Carbamodithioic acid, cyano-, disodium salt, mixt. with 1,2-ethanediamine and methylcarbamodithioic acid monopotassium salt",8070-47-1,,,,,,, ,16,,,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20244020,Chlorimuron,99283-00-8,RIUXZHMCCFLRBI-UHFFFAOYSA-N,2-{[(4-Chloro-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl}benzoic acid,COC1=CC(Cl)=NC(NC(=O)NS(=O)(=O)C2=CC=CC=C2C(O)=O)=N1,"InChI=1S/C13H11ClN4O6S/c1-24-10-6-9(14)15-12(16-10)17-13(21)18-25(22,23)8-5-3-2-4-7(8)11(19)20/h2-6H,1H3,(H,19,20)(H2,15,16,17,18,21)",C13H11ClN4O6S,386.76,386.008783,37,,41,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1041348,"Lithium 2,4-dichlorophenoxyacetate",3766-27-6,WBGFKUKWGNKHTN-UHFFFAOYSA-M,"Lithium (2,4-dichlorophenoxy)acetate",[Li+].[O-]C(=O)COC1=C(Cl)C=C(Cl)C=C1,"InChI=1S/C8H6Cl2O3.Li/c9-5-1-2-7(6(10)3-5)13-4-8(11)12;/h1-3H,4H2,(H,11,12);/q;+1/p-1",C8H5Cl2LiO3,226.97,225.977578,27,2586,24,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID30895143,Ammonium zirconium carbonate hydroxide,32535-84-5,KAHROJAJXYSFOD-UHFFFAOYSA-J,Ammonium zirconium(4+) carbonate hydroxide (3/1/3/1),[NH4+].[NH4+].[NH4+].[OH-].[Zr+4].[O-]C([O-])=O.[O-]C([O-])=O.[O-]C([O-])=O,"InChI=1S/3CH2O3.3H3N.H2O.Zr/c3*2-1(3)4;;;;;/h3*(H2,2,3,4);3*1H3;1H2;/q;;;;;;;+4/p-4",C3H13N3O10Zr,342.372,340.964790,28,,10,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9041786,Chlorthiophos I,21923-23-9,JAZJVWLGNLCNDD-UHFFFAOYSA-N,"O-[2,5-Dichloro-4-(methylsulfanyl)phenyl] O,O-diethyl phosphorothioate",CCOP(=S)(OCC)OC1=CC(Cl)=C(SC)C=C1Cl,"InChI=1S/C11H15Cl2O3PS2/c1-4-14-17(18,15-5-2)16-10-6-9(13)11(19-3)7-8(10)12/h6-7H,4-5H2,1-3H3",C11H15Cl2O3PS2,361.23,359.957729,60,4,42,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1024336,Thallium (I) sulfate,7446-18-6,YTQVHRVITVLIRD-UHFFFAOYSA-L,Dithallium(1+) sulfate,[Tl+].[Tl+].[O-]S([O-])(=O)=O,"InChI=1S/H2O4S.2Tl/c1-5(2,3)4;;/h(H2,1,2,3,4);;/q;2*+1/p-2",O4STl2,504.82,505.900586,78,34,45,1,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00382358,6-Hydroxy-4-trifluoromethylnicotinic acid,849020-87-7,WCUKVMMGYGOCGJ-UHFFFAOYSA-N,"6-Oxo-4-(trifluoromethyl)-1,6-dihydropyridine-3-carboxylic acid",OC(=O)C1=CNC(=O)C=C1C(F)(F)F,"InChI=1S/C7H4F3NO3/c8-7(9,10)4-1-5(12)11-2-3(4)6(13)14/h1-2H,(H,11,12)(H,13,14)",C7H4F3NO3,207.108,207.014327,16,,65,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70896770,Propachlor - Atrazine mixture,8070-76-6,,,,,,, ,9,,,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0058142,Quinazamid,61566-21-0,LHTSTYXYPYWTHM-UHFFFAOYSA-N,"2-(4-Oxocyclohexa-2,5-dien-1-ylidene)hydrazine-1-carboximidic acid",OC(=N)NN=C1C=CC(=O)C=C1,"InChI=1S/C7H7N3O2/c8-7(12)10-9-5-1-3-6(11)4-2-5/h1-4H,(H3,8,10,12)",C7H7N3O2,165.152,165.053826,18,,19,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020022,Acifluorfen,50594-66-6,NUFNQYOELLVIPL-UHFFFAOYSA-N,5-[2-Chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoic acid,OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,"InChI=1S/C14H7ClF3NO5/c15-10-5-7(14(16,17)18)1-4-12(10)24-8-2-3-11(19(22)23)9(6-8)13(20)21/h1-6H,(H,20,21)",C14H7ClF3NO5,361.66,360.996485,139,50,98,3,1,73/965,8.0,965
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3022455,Dimethyl phthalate,131-11-3,NIQCNGHVCWTJSM-UHFFFAOYSA-N,"Dimethyl benzene-1,2-dicarboxylate",COC(=O)C1=C(C=CC=C1)C(=O)OC,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",C10H10O4,194.186,194.057909,287,188,148,288,1,18/971,2.0,971
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3021778,Diphenyl phthalate,84-62-8,DWNAQMUDCDVSLT-UHFFFAOYSA-N,"Diphenyl benzene-1,2-dicarboxylate",O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,InChI=1S/C20H14O4/c21-19(23-15-9-3-1-4-10-15)17-13-7-8-14-18(17)20(22)24-16-11-5-2-6-12-16/h1-14H,C20H14O4,318.328,318.089209,97,,92,,1,70/618,11.0,618
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50867842,"1,3,4-Trichloro-2,5-dimethoxybenzene",69653-71-0,DUFMNUZVJOWJAI-UHFFFAOYSA-N,"1,3,4-Trichloro-2,5-dimethoxybenzene",COC1=CC(Cl)=C(OC)C(Cl)=C1Cl,"InChI=1S/C8H7Cl3O2/c1-12-5-3-4(9)8(13-2)7(11)6(5)10/h3H,1-2H3",C8H7Cl3O2,241.49,239.951163,13,,15,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3042267,Perfluidone,37924-13-3,WHTBVLXUSXVMEV-UHFFFAOYSA-N,"N-[4-(Benzenesulfonyl)-2-methylphenyl]-1,1,1-trifluoromethanesulfonamide",CC1=CC(=CC=C1NS(=O)(=O)C(F)(F)F)S(=O)(=O)C1=CC=CC=C1,"InChI=1S/C14H12F3NO4S2/c1-10-9-12(23(19,20)11-5-3-2-4-6-11)7-8-13(10)18-24(21,22)14(15,16)17/h2-9,18H,1H3",C14H12F3NO4S2,379.37,379.015985,62,7,31,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID20897358,S-(2-Hydroxyethyl) dipropylcarbamothioate,65109-71-9,HZZUYOAQWOGCDO-UHFFFAOYSA-N,S-(2-Hydroxyethyl) dipropylcarbamothioate,CCCN(CCC)C(=O)SCCO,"InChI=1S/C9H19NO2S/c1-3-5-10(6-4-2)9(12)13-8-7-11/h11H,3-8H2,1-2H3",C9H19NO2S,205.32,205.113650,9,,6,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80897091,9-Pentacosene,69188-47-2,YJTCMKZGFBOKQS-UHFFFAOYSA-N,Pentacos-9-ene,CCCCCCCCCCCCCCCC=CCCCCCCCC,"InChI=1S/C25H50/c1-3-5-7-9-11-13-15-17-19-21-23-25-24-22-20-18-16-14-12-10-8-6-4-2/h17,19H,3-16,18,20-25H2,1-2H3",C25H50,350.675,350.391252,10,,7,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6032645,Sulfentrazone,122836-35-5,OORLZFUTLGXMEF-UHFFFAOYSA-N,"N-{2,4-Dichloro-5-[4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl]phenyl}methanesulfonamide",CC1=NN(C(=O)N1C(F)F)C1=CC(NS(C)(=O)=O)=C(Cl)C=C1Cl,"InChI=1S/C11H10Cl2F2N4O3S/c1-5-16-19(11(20)18(5)10(14)15)9-4-8(17-23(2,21)22)6(12)3-7(9)13/h3-4,10,17H,1-2H3",C11H10Cl2F2N4O3S,387.18,385.981873,142,14,72,1,1,35/922,4.0,922
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041983,Fluoroglycofen-ethyl,77501-90-7,IPPAUTOBDWNELX-UHFFFAOYSA-N,2-Ethoxy-2-oxoethyl 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,CCOC(=O)COC(=O)C1=C(C=CC(OC2=C(Cl)C=C(C=C2)C(F)(F)F)=C1)[N+]([O-])=O,"InChI=1S/C18H13ClF3NO7/c1-2-28-16(24)9-29-17(25)12-8-11(4-5-14(12)23(26)27)30-15-6-3-10(7-13(15)19)18(20,21)22/h3-8H,2,9H2,1H3",C18H13ClF3NO7,447.75,447.033264,75,2,57,,1,42/398,11.0,398
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5041770,Chlorfenprop-methyl,14437-17-3,YJKIALIXRCSISK-UHFFFAOYSA-N,Methyl 2-chloro-3-(4-chlorophenyl)propanoate,COC(=O)C(Cl)CC1=CC=C(Cl)C=C1,"InChI=1S/C10H10Cl2O2/c1-14-10(13)9(12)6-7-2-4-8(11)5-3-7/h2-5,9H,6H2,1H3",C10H10Cl2O2,233.09,232.005785,59,1,40,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4022284,2-Butanamine,13952-84-6,BHRZNVHARXXAHW-UHFFFAOYSA-N,Butan-2-amine,CCC(C)N,"InChI=1S/C4H11N/c1-3-4(2)5/h4H,3,5H2,1-2H3",C4H11N,73.139,73.089149,132,,155,2,1,7/400,2.0,400
https://comptox.epa.gov/dashboard/chemical/details/DTXSID70912328,Metabolite of mandipropamid (SYN 521195),NOCAS_912328,SFIBMYFZKFMELE-UHFFFAOYSA-N,2-(4-Chlorophenyl)-N-(2-{3-hydroxy-4-[(prop-2-yn-1-yl)oxy]phenyl}ethyl)-2-[(prop-2-yn-1-yl)oxy]acetamide,OC1=CC(CCNC(=O)C(OCC#C)C2=CC=C(Cl)C=C2)=CC=C1OCC#C,"InChI=1/C22H20ClNO4/c1-3-13-27-20-10-5-16(15-19(20)25)11-12-24-22(26)21(28-14-4-2)17-6-8-18(23)9-7-17/h1-2,5-10,15,21,25H,11-14H2,(H,24,26)",C22H20ClNO4,397.86,397.108086,3,,3,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8035926,Polyoxorim-zinc,146659-78-1,NVCJXEUDHCBDGI-AGVSZMOESA-L,"Zinc 1-{(2R,3R,4S,5R)-5-[(S)-{[(2S,3S,4S)-2-amino-5-(carbamoyloxy)-3,4-dihydroxypentanoyl]amino}(carboxylato)methyl]-3,4-dihydroxyoxolan-2-yl}-2,4-dioxo-1,2,3,4-tetrahydropyrimidine-5-carboxylate (non
-preferred name)",[Zn++].[H][C@@]1(O[C@H]([C@H](O)[C@@H]1O)N1C=C(C([O-])=O)C(=O)NC1=O)[C@H](NC(=O)[C@@H](N)[C@H](O)[C@@H](O)COC(N)=O)C([O-])=O,"InChI=1S/C17H23N5O14.Zn/c18-5(7(24)4(23)2-35-16(19)33)12(28)20-6(15(31)32)10-8(25)9(26)13(36-10)22-1-3(14(29)30)11(27)21-17(22)34;/h1,4-10,13,23-26H,2,18H2,(H2,19,33)(H,20,28)(H,29,30)(H,31,32)(H,21,27,34);/q;+2/p-2/t4-,5-,6-,7+,8-,9+,10+,13+;/m0./s1",C17H21N5O14Zn,584.76,583.037642,20,33,9,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4058312,"Benzeneacetamide, 2-[(2,5-dimethylphenoxy)methyl]-a-(methoxyimino)-N-methyl-",145451-07-6,WXUZAHCNPWONDH-UHFFFAOYSA-N,"2-{2-[(2,5-Dimethylphenoxy)methyl]phenyl}-2-(methoxyimino)-N-methylacetamide",CNC(=O)C(=NOC)C1=C(COC2=CC(C)=CC=C2C)C=CC=C1,"InChI=1S/C19H22N2O3/c1-13-9-10-14(2)17(11-13)24-12-15-7-5-6-8-16(15)18(21-23-4)19(22)20-3/h5-11H,12H2,1-4H3,(H,20,22)",C19H22N2O3,326.396,326.163043,15,,10,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8040858,Gonadotrophin-releasing hormone,9034-40-6,,,,,,, ,31,25604,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60858761,"1-(Chloro-2-norbornyl)-3,3-dimethylurea",1319-96-6,,,,,,, ,14,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8041795,d-Coniine,458-88-8,NDNUANOUGZGEPO-QMMMGPOBSA-N,(2S)-2-Propylpiperidine,CCC[C@H]1CCCCN1,"InChI=1S/C8H17N/c1-2-5-8-6-3-4-7-9-8/h8-9H,2-7H2,1H3/t8-/m0/s1",C8H17N,127.231,127.136100,64,40,49,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3058246,Copper dehydroabietyl ammonium 2-ethylhexanoate,53404-24-3,,,,,,, ,9,,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID101009395,"N-[(1R,2S)-2,6-Dimethyl-2,3-dihydro-1H-inden-1-yl]-6-ethenyl-1,3,5-triazine-2,4-diamine",2252492-80-9,WBZVSMUKMIAGJZ-IINYFYTJSA-N,"N~2~-[(1R,2S)-2,6-Dimethyl-2,3-dihydro-1H-inden-1-yl]-6-ethenyl-1,3,5-triazine-2,4-diamine",C[C@H]1CC2=C(C=C(C)C=C2)[C@@H]1NC1=NC(C=C)=NC(N)=N1,"InChI=1S/C16H19N5/c1-4-13-18-15(17)21-16(19-13)20-14-10(3)8-11-6-5-9(2)7-12(11)14/h4-7,10,14H,1,8H2,2-3H3,(H3,17,18,19,20,21)/t10-,14+/m0/s1",C16H19N5,281.363,281.164046,1,,1,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2025688,Morpholine,110-91-8,YNAVUWVOSKDBBP-UHFFFAOYSA-N,Morpholine,C1COCCN1,"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",C4H9NO,87.122,87.068414,225,253,385,385,1,7/429,2.0,429
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80109181,"Zeolites, AgCu",130328-19-7,,,,,,, ,22,,,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2041753,Carbamorph,31848-11-0,MPKTWNYCNKUVKZ-UHFFFAOYSA-N,(Morpholin-4-yl)methyl dimethylcarbamodithioate,CN(C)C(=S)SCN1CCOCC1,"InChI=1S/C8H16N2OS2/c1-9(2)8(12)13-7-10-3-5-11-6-4-10/h3-7H2,1-2H3",C8H16N2OS2,220.35,220.070405,31,,35,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0041519,4-Methyl-3-heptanol,14979-39-6,BKQICAFAUMRYLZ-UHFFFAOYSA-N,4-Methylheptan-3-ol,CCCC(C)C(O)CC,"InChI=1S/C8H18O/c1-4-6-7(3)8(9)5-2/h7-9H,4-6H2,1-3H3",C8H18O,130.231,130.135765,61,,60,,1,3/398,1.0,398
https://comptox.epa.gov/dashboard/chemical/details/DTXSID2037508,Chlordimeform,6164-98-3,STUSTWKEFDQFFZ-UHFFFAOYSA-N,"N'-(4-Chloro-2-methylphenyl)-N,N-dimethylmethanimidamide",CN(C)C=NC1=CC=C(Cl)C=C1C,"InChI=1S/C10H13ClN2/c1-8-6-9(11)4-5-10(8)12-7-13(2)3/h4-7H,1-3H3",C10H13ClN2,196.68,196.076726,112,160,67,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1040324,m-Cumenyl methylcarbamate,64-00-6,GYKXQTKSWLAUIT-UHFFFAOYSA-N,3-(Propan-2-yl)phenyl methylcarbamate,CNC(=O)OC1=CC=CC(=C1)C(C)C,"InChI=1S/C11H15NO2/c1-8(2)9-5-4-6-10(7-9)14-11(13)12-3/h4-8H,1-3H3,(H,12,13)",C11H15NO2,193.246,193.110279,90,,35,,1,3/242,1.0,242
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6041892,Diphenylsulfone,127-63-9,KZTYYGOKRVBIMI-UHFFFAOYSA-N,"1,1'-Sulfonyldibenzene",O=S(=O)(C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C12H10O2S/c13-15(14,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H",C12H10O2S,218.27,218.040151,129,,137,1,1,19/620,3.0,620
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0035790,Sodium 2-methoxy-5-nitrophenolate,67233-85-6,KBRKFTKQRMYINW-UHFFFAOYSA-M,Sodium 2-methoxy-5-nitrophenolate,[Na+].COC1=C([O-])C=C(C=C1)[N+]([O-])=O,"InChI=1S/C7H7NO4.Na/c1-12-7-3-2-5(8(10)11)4-6(7)9;/h2-4,9H,1H3;/q;+1/p-1",C7H6NNaO4,191.118,191.019452,64,,68,,1,1/273,0.0,273
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5020605,2-Ethyl-1-hexanol,104-76-7,YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-Ethylhexan-1-ol,CCCCC(CC)CO,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",C8H18O,130.231,130.135765,255,90,141,64,1,7/855,1.0,855
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9058288,Triazole alanine (as metabolite of triazole compounds),114419-45-3,XVWFTOJHOHJIMQ-UHFFFAOYSA-N,"3-(1H-1,2,4-Triazol-1-yl)alanine",NC(CN1C=NC=N1)C(O)=O,"InChI=1/C5H8N4O2/c6-4(5(10)11)1-9-3-7-2-8-9/h2-4H,1,6H2,(H,10,11)",C5H8N4O2,156.145,156.064726,21,,51,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID9058363,Isomalathion,3344-12-5,LPQDGVLVYVULMX-UHFFFAOYSA-N,Diethyl 2-{[methoxy(methylsulfanyl)phosphoryl]sulfanyl}butanedioate,CCOC(=O)CC(SP(=O)(OC)SC)C(=O)OCC,"InChI=1/C10H19O6PS2/c1-5-15-9(11)7-8(10(12)16-6-2)19-17(13,14-3)18-4/h8H,5-7H2,1-4H3",C10H19O6PS2,330.35,330.036068,35,18,30,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80894929,Sodium N-bromosulfamate,134509-56-1,YHRRZDLNOVFJKG-UHFFFAOYSA-M,Sodium bromosulfamate,[Na+].[O-]S(=O)(=O)NBr,"InChI=1S/BrH2NO3S.Na/c1-2-6(3,4)5;/h2H,(H,3,4,5);/q;+1/p-1",BrHNNaO3S,197.97,196.875821,12,,9,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID50865085,3-[(Methoxycarbonyl)amino]phenyl (1-chlorobutan-2-yl)carbamate,23121-99-5,CYDCAYZRTPOUJJ-UHFFFAOYSA-N,3-[(Methoxycarbonyl)amino]phenyl (1-chlorobutan-2-yl)carbamate (non-preferred name),CCC(CCl)NC(=O)OC1=CC=CC(NC(=O)OC)=C1,"InChI=1S/C13H17ClN2O4/c1-3-9(8-14)15-13(18)20-11-6-4-5-10(7-11)16-12(17)19-2/h4-7,9H,3,8H2,1-2H3,(H,15,18)(H,16,17)",C13H17ClN2O4,300.74,300.087685,20,,10,,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID80897314,Cedar leaf oil,8007-20-3,,,,,,, ,52,,,4,2, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID5021885,"2-Methyl-2,4-pentanediol",107-41-5,SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methylpentane-2,4-diol",CC(O)CC(C)(C)O,"InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3",C6H14O2,118.176,118.099380,221,83,141,675,1,20/852,2.0,852
https://comptox.epa.gov/dashboard/chemical/details/DTXSID3041827,Cypromid,2759-71-9,PLQDLOBGKJCDSZ-UHFFFAOYSA-N,"N-(3,4-Dichlorophenyl)cyclopropanecarboxamide",ClC1=CC=C(NC(=O)C2CC2)C=C1Cl,"InChI=1S/C10H9Cl2NO/c11-8-4-3-7(5-9(8)12)13-10(14)6-1-2-6/h3-6H,1-2H2,(H,13,14)",C10H9Cl2NO,230.09,229.006119,53,,45,,1,30/247,12.0,247
https://comptox.epa.gov/dashboard/chemical/details/DTXSID4021638,"1,1-Dichloro-1-nitroethane",594-72-9,OQOGEOLRYAOSKO-UHFFFAOYSA-N,"1,1-Dichloro-1-nitroethane",CC(Cl)(Cl)[N+]([O-])=O,"InChI=1S/C2H3Cl2NO2/c1-2(3,4)5(6)7/h1H3",C2H3Cl2NO2,143.95,142.954084,84,,41,,1,0/235,0.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID6042105,Magnesium sulfate anhydrous,7487-88-9,CSNNHWWHGAXBCP-UHFFFAOYSA-L,Magnesium sulfate,[Mg++].[O-]S([O-])(=O)=O,"InChI=1S/Mg.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",MgO4S,120.36,119.936771,147,4640,134,119,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID00858760,Zinc-bacitracin,1405-89-6,,,,,,, ,47,2458,,,1, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID7021495,Bromoacetic acid,79-08-3,KDPAWGWELVVRCH-UHFFFAOYSA-N,Bromoacetic acid,OC(=O)CBr,"InChI=1S/C2H3BrO2/c3-1-2(4)5/h1H2,(H,4,5)",C2H3BrO2,138.948,137.931642,137,101,147,4,1,2/235,1.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID60107786,"Fertilizers, sewage sludge",308066-19-5,,,,,,, ,13,,,,3, ,,
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0037576,Monolinuron,1746-81-2,LKJPSUCKSLORMF-UHFFFAOYSA-N,"N'-(4-Chlorophenyl)-N-methoxy-N-methylurea",CON(C)C(=O)NC1=CC=C(Cl)C=C1,"InChI=1S/C9H11ClN2O2/c1-12(14-2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",C9H11ClN2O2,214.65,214.050905,131,14,80,,1,6/235,3.0,235
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024234,Norflurazon,27314-13-2,NVGOPFQZYCNLDU-UHFFFAOYSA-N,4-Chloro-5-(methylamino)-2-[3-(trifluoromethyl)phenyl]pyridazin-3(2H)-one,CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F,"InChI=1S/C12H9ClF3N3O/c1-17-9-6-18-19(11(20)10(9)13)8-4-2-3-7(5-8)12(14,15)16/h2-6,17H,1H3",C12H9ClF3N3O,303.67,303.038624,176,139,75,3,1,104/973,11.0,973
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8020624,Ferbam,14484-64-1,WHDGWKAJBYRJJL-UHFFFAOYSA-K,Iron(3+) tris(dimethylcarbamodithioate),[Fe+3].CN(C)C([S-])=S.CN(C)C([S-])=S.CN(C)C([S-])=S,"InChI=1S/3C3H7NS2.Fe/c3*1-4(2)3(5)6;/h3*1-2H3,(H,5,6);/q;;;+3/p-3",C9H18FeN3S6,416.47,415.917436,110,23,34,3,1,121/250,48.0,250
